"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Subclasses","Text","At Higher Levels"
"Nathair's Mischief","FTD","20","2nd","Action","Concentration, up to 1 minute","Illusion","60 feet","S, M (a piece of crust from an apple pie)","","Bard (PHB'14), Bard (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard","You fill a 20-foot cube you can see within range with fey and draconic magic. Roll on the Mischievous Surge table to determine the magical effect produced, and roll again at the start of each of your turns until the spell ends. You can move the cube up to 10 feet before you roll.

Mischievous Surged4Effect1The smell of apple pie fills the air, and each creature in the cube must succeed on a Wisdom saving throw or become charmed by you until the start of your next turn.2Bouquets of flowers appear all around, and each creature in the cube must succeed on a Dexterity saving throw or be blinded until the start of your next turn as the flowers spray water in their faces.3Each creature in the cube must succeed on a Wisdom saving throw or begin giggling until the start of your next turn. A giggling creature is incapacitated and uses all its movement to move in a random direction.4Drops of molasses hover in the cube, making it difficult terrain until the start of your next turn.",""
"Otiluke's Freezing Sphere","PHB'24","302","6th","Action","Instantaneous","Evocation","300 feet","V, S, M (a miniature crystal sphere)","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","A frigid globe streaks from you to a point of your choice within range, where it explodes in a 60-foot-radius Sphere. Each creature in that area makes a Constitution saving throw, taking 10d6 Cold damage on a failed save or half as much damage on a successful one.

If the globe strikes a body of water, it freezes the water to a depth of 6 inches over an area 30 feet square. This ice lasts for 1 minute. Creatures that were swimming on the surface of frozen water are trapped in the ice and have the Restrained condition. A trapped creature can take an action to make a Strength (Athletics) check against your spell save DC to break free.

You can refrain from firing the globe after completing the spell's casting. If you do so, a globe about the size of a sling bullet, cool to the touch, appears in your hand. At any time, you or a creature you give the globe to can throw the globe (to a range of 40 feet) or hurl it with a sling (to the sling's normal range). It shatters on impact, with the same effect as a normal casting of the spell. You can also set the globe down without shattering it. After 1 minute, if the globe hasn't already shattered, it explodes.","Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 6."
"Phantasmal Force","PHB'24","304","2nd","Action","Concentration, up to 1 minute","Illusion","60 feet","V, S, M (a bit of fleece)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Apocalypse (CBT) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Archfey (PHB'24) Warlock, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Great Old One (PHB'24) Warlock, Illusionist (PHB'24) Wizard, Noble Genies (FRHoF) Paladin, Archfey (PHB'14) Warlock, Genie (TCE) Warlock, Genie (TCE) Warlock, Great Old One (PHB'14) Warlock, Undead (VRGR) Warlock, Undead (RHW) Warlock","You attempt to craft an illusion in the mind of a creature you can see within range. The target makes an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other phenomenon that is no larger than a 10-foot Cube and that is perceivable only to the target for the duration. The phantasm includes sound, temperature, and other stimuli.

The target can take a Study action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends.

While affected by the spell, the target treats the phantasm as if it were real and rationalizes any illogical outcomes from interacting with it. For example, if the target steps through a phantasmal bridge and survives the fall, it believes the bridge exists and something else caused it to fall.

An affected target can even take damage from the illusion if the phantasm represents a dangerous creature or hazard. On each of your turns, such a phantasm can deal 2d8 Psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasm. The target perceives the damage as a type appropriate to the illusion.",""
"Phantom Panther","CBT","0","3rd","Action","Concentration, up to 1 minute","Conjuration","120 feet","V","Bard (PHB'24), Druid (PHB'24), Ranger (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Feline Court (CBT) Warlock","You conjure a spectral panther that pounces on a creature you can see within range, mauling and pinning it for your allies close in for the kill.

The target makes a Strength saving throw. On a failed save, the target takes 8d6 Force damage and has the Restrained condition until the spell ends. On a successful save, the target takes half as much damage only, and the spell ends. While Restrained, the target takes 2d6 Force damage at the start of each of its turns. The target or a creature within reach of it can take an action to make a Strength (Athletics) check against your spell save DC. On a success, the spell ends.","Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3."
"Plane Shift","PHB'24","305","7th","Action","Instantaneous","Conjuration","Touch","V, S, M (a forked, metal rod worth 250+ GP and attuned to a plane of existence)","Cleric (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general terms, such as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hells, and you appear in or near that destination, as determined by the DM.

Alternatively, if you know the sigil sequence of a teleportation circle on another plane of existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle.",""
"Poison Spray","PHB'24","306","Cantrip","Action","Instantaneous","Necromancy","30 feet","V, S","Artificer (EFA), Druid (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (PHB'14) Druid, Lore (PHB'24) Bard, Moon (FRHoF) Bard, Death (DMG'14) Cleric, Death (DMG'14) Cleric, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Nature (PHB'14) Cleric, Nature (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","You spray toxic mist at a creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d12 Poison damage.","Cantrip Upgrade. The damage increases by 1d12 when you reach levels 5 (2d12), 11 (3d12), and 17 (4d12)."
"Polymorph","PHB'24","306","4th","Action","Concentration, up to 1 hour","Transmutation","60 feet","V, S, M (a caterpillar cocoon)","Bard (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Tropical Land) (PHB'24) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Horned King (TCM'24) Warlock, Horned King (TCM'14) Warlock, Horned King (TCM'14) Warlock, Trickery (PHB'14) Cleric","You attempt to transform a creature that you can see within range into a Beast. The target must succeed on a Wisdom saving throw or shape-shift into Beast form for the duration. That form can be any Beast you choose that has a Challenge Rating equal to or less than the target's (or the target's level if it doesn't have a Challenge Rating). The target's game statistics are replaced by the stat block of the chosen Beast, but the target retains its alignment, personality, creature type, Hit Points, and Hit Point Dice.

The target gains a number of Temporary Hit Points equal to the Hit Points of the Beast form. These Temporary Hit Points vanish if any remain when the spell ends. The spell ends early on the target if it has no Temporary Hit Points left.

The target is limited in the actions it can perform by the anatomy of its new form, and it can't speak or cast spells.

The target's gear melds into the new form. The creature can't use or otherwise benefit from any of that equipment.",""
"Power Word Kill","PHB'24","306","9th","Action","Instantaneous","Enchantment","60 feet","V","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You compel one creature you can see within range to die. If the target has 100 Hit Points or fewer, it dies. Otherwise, it takes 12d12 Psychic damage.",""
"Power Word Pain","XGE","163","7th","Action","Instantaneous","Enchantment","60 feet","V","","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You speak a word of power that causes waves of intense pain to assail one creature you can see within range. If the target has 100 hit points or fewer, it is subject to crippling pain. Otherwise, the spell has no effect on it. A target is also unaffected if it is immune to being charmed.

While the target is affected by crippling pain, any speed it has can be no higher than 10 feet. The target also has disadvantage on attack rolls, ability checks, and saving throws, other than Constitution saving throws. Finally, if the target tries to cast a spell, it must first succeed on a Constitution saving throw, or the casting fails and the spell is wasted.

A target suffering this pain can make a Constitution saving throw at the end of each of its turns. On a successful save, the pain ends.",""
"Power Word Stun","PHB'24","306","8th","Action","Instantaneous","Enchantment","60 feet","V","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You overwhelm the mind of one creature you can see within range. If the target has 150 Hit Points or fewer, it has the Stunned condition. Otherwise, its Speed is 0 until the start of your next turn.

The Stunned target makes a Constitution saving throw at the end of each of its turns, ending the condition on itself on a success.",""
"Prestidigitation","PHB'24","307","Cantrip","Action","1 hour","Transmutation","10 feet","V, S","Artificer (EFA), Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Archer (XGE) Fighter, Arcane Archer (XGE) Fighter, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Sinner (TCM'24) Rogue, Sinner (TCM'14) Rogue, Sinner (TCM'14) Rogue","You create a magical effect within range. Choose the effect from the options below. If you cast this spell multiple times, you can have up to three of its non-instantaneous effects active at a time.

Sensory Effect. You create an instantaneous, harmless sensory effect, such as a shower of sparks, a puff of wind, faint musical notes, or an odd odor.

Fire Play. You instantaneously light or snuff out a candle, a torch, or a small campfire.

Clean or Soil. You instantaneously clean or soil an object no larger than 1 cubic foot.

Minor Sensation. You chill, warm, or flavor up to 1 cubic foot of nonliving material for 1 hour.

Magic Mark. You make a color, a small mark, or a symbol appear on an object or a surface for 1 hour.

Minor Creation. You create a nonmagical trinket or an illusory image that can fit in your hand. It lasts until the end of your next turn. A trinket can deal no damage and has no monetary worth.",""
"Prismatic Spray","PHB'24","307","7th","Action","Instantaneous","Evocation","Self","V, S","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","Eight rays of light flash from you in a 60-foot Cone. Each creature in the Cone makes a Dexterity saving throw. For each target, roll 1d8 to determine which color ray affects it, consulting the Prismatic Rays table.

Prismatic Rays1d8Ray1Red. Failed Save: 12d6 Fire damage. Successful Save: Half as much damage.2Orange. Failed Save: 12d6 Acid damage. Successful Save: Half as much damage.3Yellow. Failed Save: 12d6 Lightning damage. Successful Save: Half as much damage.4Green. Failed Save: 12d6 Poison damage. Successful Save: Half as much damage.5Blue. Failed Save: 12d6 Cold damage. Successful Save: Half as much damage.6Indigo. Failed Save: The target has the Restrained condition and makes a Constitution saving throw at the end of each of its turns. If it successfully saves three times, the condition ends. If it fails three times, it has the Petrified condition until it is freed by an effect like the Greater Restoration spell. The successes and failures needn't be consecutive; keep track of both until the target collects three of a kind.7Violet. Failed Save: The target has the Blinded condition and makes a Wisdom saving throw at the start of your next turn. On a successful save, the condition ends. On a failed save, the condition ends, and the creature teleports to another plane of existence (DM's choice).8Special. The target is struck by two rays. Roll twice, rerolling any 8.",""
